indicatorId,geoUnit,year,value,qualifier,magnitude
FOSGP.5T8.F600,UZB,2019,4.602660179138184,,
FOSGP.5T8.F600,UZB,2020,5.089419841766357,,
FOSGP.5T8.F600,UZB,2021,4.827950000762939,,
FOSGP.5T8.F600,VGB,2021,6.627389907836914,UIS_EST,
FOSGP.5T8.F600,VGB,2022,9.61240005493164,,
FOSGP.5T8.F600,WSM,2018,0,,NIL
FOSGP.5T8.F600,WSM,2019,0.3590700030326843,,
FOSGP.5T8.F600,WSM,2020,0.889680027961731,,
FOSGP.5T8.F600,WSM,2021,0,,NIL
FOSGP.5T8.F600,ZAF,2018,3.033699989318848,,
FOSGP.5T8.F600,ZAF,2019,2.977750062942505,,
FOSGP.5T8.F600,ZAF,2020,3.323299884796143,,
FOSGP.5T8.F600,ZAF,2021,3.673540115356445,,
FOSGP.5T8.F600,ZAF,2022,4.290259838104248,,
